date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:02:38	9042/9042	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2021:02:47%20GMT	https://octarine.cc/login	C:/Mis%20lugares%20Web/prueba1/octarine.cc/login.html	(from )
16:02:38	88/88	---MCZ	200	added ('OK')	text/plain	date:Thu,%2015%20Apr%202021%2021:02:48%20GMT	https://octarine.cc/robots.txt		(from )
16:02:39	126472/126472	---M--	200	added ('OK')	font/woff	date:Thu,%2017%20Dec%202020%2002:35:37%20GMT	https://fonts.gstatic.com/s/materialicons/v70/flUhRq6tzZclQEJ-Vdg-IuiaDsNa.woff	C:/Mis%20lugares%20Web/prueba1/fonts.gstatic.com/s/materialicons/v70/flUhRq6tzZclQEJ-Vdg-IuiaDsNa.woff	(from https://octarine.cc/login)
16:02:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Apr%202021%2021:02:49%20GMT	http://octarine.cc/assets/wasm/shared.wasm	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/wasm/shared.3.delayed	(from https://octarine.cc/login)
16:02:40	20348/20348	---M--	200	added ('OK')	font/woff	date:Wed,%2024%20Jul%202019%2001:18:54%20GMT	https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmSU5fBBc-.woff	C:/Mis%20lugares%20Web/prueba1/fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmSU5fBBc-.woff	(from https://octarine.cc/login)
16:02:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Apr%202021%2021:02:50%20GMT	http://octarine.cc/favicon.ico	C:/Mis%20lugares%20Web/prueba1/octarine.cc/favicon.ico	(from https://octarine.cc/login)
16:02:41	644391/644391	---MCZ	200	added ('OK')	application/wasm	date:Thu,%2015%20Apr%202021%2021:02:50%20GMT	https://octarine.cc/assets/wasm/shared.wasm	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/wasm/shared.wasm	(from https://octarine.cc/login)
16:02:41	16958/16958	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	date:Thu,%2015%20Apr%202021%2021:02:51%20GMT	https://octarine.cc/favicon.ico	C:/Mis%20lugares%20Web/prueba1/octarine.cc/favicon.ico	(from https://octarine.cc/login)
16:02:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Apr%202021%2021:02:51%20GMT	http://octarine.cc/assets/icons/icon-192x192.png	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/icons/icon-192x192.png	(from https://octarine.cc/login)
16:02:43	9869/9869	---M--	200	added ('OK')	image/png	etag:assets/icons/icon-192x192.64b7730d9b.png	https://octarine.cc/assets/icons/icon-192x192.png	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/icons/icon-192x192.png	(from https://octarine.cc/login)
16:02:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Apr%202021%2021:02:52%20GMT	http://octarine.cc/manifest.webmanifest	C:/Mis%20lugares%20Web/prueba1/octarine.cc/manifest.webmanifest	(from https://octarine.cc/login)
16:02:43	1417/1417	---MCZ	200	added ('OK')	application/manifest+json	date:Thu,%2015%20Apr%202021%2021:02:53%20GMT	https://octarine.cc/manifest.webmanifest	C:/Mis%20lugares%20Web/prueba1/octarine.cc/manifest.webmanifest	(from https://octarine.cc/login)
16:02:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Apr%202021%2021:02:53%20GMT	http://octarine.cc/styles.3ce9d83fa82a77942f04.css	C:/Mis%20lugares%20Web/prueba1/octarine.cc/styles.3ce9d83fa82a77942f04.css	(from https://octarine.cc/login)
16:02:43	85539/85539	---MCZ	200	added ('OK')	text/css	date:Thu,%2015%20Apr%202021%2021:02:53%20GMT	https://octarine.cc/styles.3ce9d83fa82a77942f04.css	C:/Mis%20lugares%20Web/prueba1/octarine.cc/styles.3ce9d83fa82a77942f04.css	(from https://octarine.cc/login)
16:02:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Apr%202021%2021:02:53%20GMT	http://octarine.cc/15fc2741b0fc554178f54.js	C:/Mis%20lugares%20Web/prueba1/octarine.cc/15fc2741b0fc554178f54.js	(from https://octarine.cc/login)
16:02:44	2255/2255	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2021:02:53%20GMT	https://octarine.cc/15fc2741b0fc554178f54.js	C:/Mis%20lugares%20Web/prueba1/octarine.cc/15fc2741b0fc554178f54.js	(from https://octarine.cc/login)
16:02:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Apr%202021%2021:02:54%20GMT	http://octarine.cc/polyfills-es5.546da1480cb64271bbf9.js	C:/Mis%20lugares%20Web/prueba1/octarine.cc/polyfills-es5.546da1480cb64271bbf9.js	(from https://octarine.cc/login)
16:02:44	136170/136170	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2021:02:54%20GMT	https://octarine.cc/polyfills-es5.546da1480cb64271bbf9.js	C:/Mis%20lugares%20Web/prueba1/octarine.cc/polyfills-es5.546da1480cb64271bbf9.js	(from https://octarine.cc/login)
16:02:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Apr%202021%2021:02:54%20GMT	http://octarine.cc/45fc2741b0fc554178f54.js	C:/Mis%20lugares%20Web/prueba1/octarine.cc/45fc2741b0fc554178f54.js	(from https://octarine.cc/login)
16:02:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Apr%202021%2021:02:54%20GMT	http://octarine.cc/0x9.c97f578b41fe62243862.js	C:/Mis%20lugares%20Web/prueba1/octarine.cc/0x9.c97f578b41fe62243862.js	(from https://octarine.cc/login)
16:02:45	43097/43097	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2021:02:54%20GMT	https://octarine.cc/45fc2741b0fc554178f54.js	C:/Mis%20lugares%20Web/prueba1/octarine.cc/45fc2741b0fc554178f54.js	(from https://octarine.cc/login)
16:02:45	100665/100665	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2021:02:55%20GMT	https://octarine.cc/0x9.c97f578b41fe62243862.js	C:/Mis%20lugares%20Web/prueba1/octarine.cc/0x9.c97f578b41fe62243862.js	(from https://octarine.cc/login)
16:02:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Apr%202021%2021:02:55%20GMT	http://octarine.cc/35fc2741b0fc554178f54.js	C:/Mis%20lugares%20Web/prueba1/octarine.cc/35fc2741b0fc554178f54.js	(from https://octarine.cc/login)
16:02:47	994894/994894	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2021:02:56%20GMT	https://octarine.cc/35fc2741b0fc554178f54.js	C:/Mis%20lugares%20Web/prueba1/octarine.cc/35fc2741b0fc554178f54.js	(from https://octarine.cc/login)
16:02:47	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Apr%202021%2021:02:57%20GMT	https://fonts.gstatic.com/robots.txt		(from https://octarine.cc/login)
16:02:47	71900/71900	---M--	200	added ('OK')	image/jpeg	etag:assets/images/arts/phantom_assasin-min.8f8aee8069.jpg	https://octarine.cc/assets/images/arts/phantom_assasin-min.jpg	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/images/arts/phantom_assasin-min.jpg	(from https://octarine.cc/styles.3ce9d83fa82a77942f04.css)
16:02:48	129221/129221	---M--	200	added ('OK')	image/jpeg	etag:assets/images/arts/snapfire_underlord-min.c0961c3d0d.jpg	https://octarine.cc/assets/images/arts/snapfire_underlord-min.jpg	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/images/arts/snapfire_underlord-min.jpg	(from https://octarine.cc/styles.3ce9d83fa82a77942f04.css)
16:02:48	137331/137331	---M--	200	added ('OK')	image/jpeg	etag:assets/images/arts/templar_assasin-min.e535eadf7f.jpg	https://octarine.cc/assets/images/arts/templar_assasin-min.jpg	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/images/arts/templar_assasin-min.jpg	(from https://octarine.cc/styles.3ce9d83fa82a77942f04.css)
16:02:48	85945/85945	---M--	200	added ('OK')	image/jpeg	etag:assets/images/arts/devour-min.511b7793db.jpeg	https://octarine.cc/assets/images/arts/devour-min.jpeg	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/images/arts/devour-min.jpg	(from https://octarine.cc/styles.3ce9d83fa82a77942f04.css)
16:02:48	130808/130808	---M--	200	added ('OK')	image/jpeg	etag:assets/images/arts/windranger-min.ffbcebfd8e.jpg	https://octarine.cc/assets/images/arts/windranger-min.jpg	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/images/arts/windranger-min.jpg	(from https://octarine.cc/styles.3ce9d83fa82a77942f04.css)
16:02:48	183227/183227	---M--	200	added ('OK')	image/jpeg	etag:assets/images/arts/luna-min.12d44b8139.jpg	https://octarine.cc/assets/images/arts/luna-min.jpg	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/images/arts/luna-min.jpg	(from https://octarine.cc/styles.3ce9d83fa82a77942f04.css)
16:02:49	179938/179938	---M--	200	added ('OK')	image/jpeg	etag:assets/images/arts/qop-min.a42734eb28.jpg	https://octarine.cc/assets/images/arts/qop-min.jpg	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/images/arts/qop-min.jpg	(from https://octarine.cc/styles.3ce9d83fa82a77942f04.css)
16:02:49	237597/237597	---M--	200	added ('OK')	image/png	etag:assets/images/arts/hoodwink-min.7830769c8c.png	https://octarine.cc/assets/images/arts/hoodwink-min.png	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/images/arts/hoodwink-min.png	(from https://octarine.cc/styles.3ce9d83fa82a77942f04.css)
16:02:49	121032/121032	---M--	200	added ('OK')	image/jpeg	etag:assets/images/arts/windranger2-min.fd941933f6.jpg	https://octarine.cc/assets/images/arts/windranger2-min.jpg	C:/Mis%20lugares%20Web/prueba1/octarine.cc/assets/images/arts/windranger2-min.jpg	(from https://octarine.cc/styles.3ce9d83fa82a77942f04.css)
